"PERIODO","ESTU_TIPODOCUMENTO","ESTU_CONSECUTIVO","COLE_AREA_UBICACION","COLE_BILINGUE","COLE_CARACTER","COLE_COD_DANE_ESTABLECIMIENTO","COLE_DEPTO_UBICACION","COLE_GENERO","COLE_JORNADA","COLE_NATURALEZA","ESTU_GENERO","FAMI_CUARTOSHOGAR","FAMI_EDUCACIONMADRE","FAMI_EDUCACIONPADRE","FAMI_ESTRATOVIVIENDA","FAMI_PERSONASHOGAR","FAMI_TIENEAUTOMOVIL","FAMI_TIENECOMPUTADOR","FAMI_TIENEINTERNET","FAMI_TIENELAVADORA","PUNT_INGLES","PUNT_MATEMATICAS","PUNT_SOCIALES_CIUDADANAS","PUNT_C_NATURALES","PUNT_LECTURA_CRITICA","PUNT_GLOBAL"
"20211","TI","SB11202110020925","URBANO","S","ACADÉMICO","311848000693","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Postgrado","Estrato 4","5 a 6","Si","Si","Si","Si","86","100","73","80","72","408"
"20211","TI","SB11202110005577","URBANO","S","ACADÉMICO","311848001011","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Postgrado","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","88","72","68","71","65","352"
"20211","TI","SB11202110013074","URBANO","N","ACADÉMICO","376520007151","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 1","3 a 4","Si","Si","Si","No","58","50","51","48","51","253"
"20211","TI","SB11202110035994","URBANO","N","TÉCNICO","376001020170","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Tres","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Estrato 3","5 a 6","Si","Si","Si","Si","38","31","40","33","42","183"
"20211","TI","SB11202110063796","URBANO","N","ACADÉMICO","376001042050","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Educación profesional completa","Secundaria (Bachillerato) completa","Estrato 3","3 a 4","Si","Si","Si","Si","53","48","42","40","58","237"
"20211","TI","SB11202110005387","URBANO","N","ACADÉMICO","317001001896","CALDAS","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Educación profesional completa","Secundaria (Bachillerato) completa","Estrato 4","3 a 4","Si","Si","Si","Si","78","66","59","58","65","316"
"20211","TI","SB11202110043771","URBANO","N","ACADÉMICO","376001000861","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Educación profesional completa","Educación profesional completa","Estrato 4","1 a 2","Si","Si","Si","Si","85","65","60","67","71","336"
"20211","TI","SB11202110003661","URBANO","S","ACADÉMICO","368276000478","SANTANDER","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","87","83","70","70","73","375"
"20211","TI","SB11202110006668","URBANO","S","ACADÉMICO","311848002424","BOGOTÁ","MASCULINO","COMPLETA","NO OFICIAL","M","Dos","Postgrado","Postgrado","Estrato 5","1 a 2","Si","Si","Si","Si","85","73","75","70","76","372"
"20211","TI","SB11202110029106","URBANO","N","TÉCNICO","376001000012","VALLE","FEMENINO","MAÑANA","NO OFICIAL","F","Dos","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Estrato 3","5 a 6","No","Si","Si","Si","68","77","64","59","66","333"
"20211","TI","SB11202110030236","URBANO",,"ACADÉMICO","311001105375","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Educación profesional completa","Secundaria (Bachillerato) incompleta","Estrato 4","3 a 4","Si","Si","Si","Si","85","74","57","63","68","335"
"20211","TI","SB11202110009670","URBANO","N","TÉCNICO","376563000457","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 2","3 a 4","No","Si","Si","Si","44","40","37","44","54","219"
"20211","TI","SB11202110022089","RURAL",,"ACADÉMICO","308001013054","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Técnica o tecnológica incompleta","Secundaria (Bachillerato) incompleta","Estrato 1","7 a 8","Si","Si","Si","Si","73","42","50","48","62","261"
"20211","TI","SB11202110002432","URBANO","S","ACADÉMICO","447001004284","MAGDALENA","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Educación profesional completa","Estrato 3","5 a 6","Si","Si","Si","Si","87","71","67","63","67","343"
"20211","TI","SB11202110007024","URBANO","N","ACADÉMICO","376001020455","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Educación profesional completa",,"Estrato 3","5 a 6","Si","Si","Si","Si","49","53","37","40","40","215"
"20211","TI","SB11202110005125","RURAL","S","ACADÉMICO","466001005641","RISARALDA","MIXTO","COMPLETA","NO OFICIAL","M","Dos","Postgrado","Secundaria (Bachillerato) incompleta","Estrato 6","1 a 2","Si","Si","Si","Si","80","66","56","56","57","302"
"20211","TI","SB11202110065530","RURAL",,,"305360800046","ANTIOQUIA","MIXTO","MAÑANA","NO OFICIAL","M","Dos","Educación profesional completa","Educación profesional completa","Estrato 3","3 a 4","Si","Si","Si","Si","33","40","23","28","37","160"
"20211","TI","SB11202110011228","URBANO","N","ACADÉMICO","376001009176","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","74","70","67","69","68","345"
"20211","TI","SB11202110063644","URBANO",,,"325214800078","CUNDINAMARCA","MIXTO","NOCHE","NO OFICIAL","F","Cuatro","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Estrato 2","3 a 4","Si","No","Si","Si","53","43","44","46","46","227"
"20211","TI","SB11202110009633","URBANO","N","TÉCNICO","376563000457","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 2","7 a 8","No","No","Si","Si","44","45","40","50","50","230"
"20211","TI","SB11202110035786","URBANO","N","ACADÉMICO","376001005758","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Dos","Secundaria (Bachillerato) incompleta","No sabe","Estrato 3","3 a 4","No","Si","Si","Si","45","53","43","44","37","222"
"20211","TI","SB11202110006374","RURAL","S","ACADÉMICO","376001002279","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Postgrado","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","84","100","71","77","68","397"
"20211","TI","SB11202110061844","URBANO",,,"311001110611","BOGOTÁ","MIXTO","MAÑANA","NO OFICIAL","F","Tres","Primaria incompleta","Secundaria (Bachillerato) completa","Estrato 2","3 a 4","Si","Si","Si","Si","57","59","55","58","63","293"
"20211","TI","SB11202110003516","URBANO","S","ACADÉMICO","311001042667","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Primaria completa","Ninguno","Estrato 2","1 a 2","Si","Si","Si","No","73","55","58","58","55","289"
"20211","TI","SB11202110009760","URBANO","N","ACADÉMICO","376001000276","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Educación profesional incompleta","Estrato 6","3 a 4","Si","Si","Si","Si","79","73","67","67","75","356"
"20211","TI","SB11202110004508","URBANO","N","ACADÉMICO","376520005781","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Cuatro","No sabe","No sabe","Estrato 2","5 a 6","Si","Si","Si","Si","71","43","54","47","52","253"
"20211","TI","SB11202110004728","URBANO","N","ACADÉMICO","376001000951","VALLE","MIXTO","UNICA","NO OFICIAL","F","Tres","Educación profesional incompleta","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","81","60","63","62","65","320"
"20211","TI","SB11202110003041","URBANO","N","ACADÉMICO","376111000280","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Dos","Educación profesional completa","Educación profesional completa","Estrato 4","1 a 2","Si","Si","Si","Si","69","72","64","66","65","335"
"20211","TI","SB11202110019133","RURAL","N","ACADÉMICO","376001011421","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Educación profesional incompleta","Postgrado","Estrato 4","1 a 2","Si","Si","Si","Si","76","57","55","59","64","300"
"20211","TI","SB11202110006156","URBANO","S","ACADÉMICO","308001000882","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Técnica o tecnológica completa","Técnica o tecnológica completa","Estrato 4","5 a 6","Si","Si","Si","Si","79","62","64","66","68","330"
"20211","TI","SB11202110005641","RURAL","S","ACADÉMICO","366001004926","RISARALDA","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Educación profesional completa","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","100","73","69","71","71","366"
"20211","TI","SB11202110004909","URBANO",,,"320001791847","CESAR","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Educación profesional completa","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","71","59","59","55","68","305"
"20211","TI","SB11202110011545","RURAL","S","ACADÉMICO","305001003688","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","81","63","44","54","56","282"
"20211","TI","SB11202110014425","RURAL","N","ACADÉMICO","376892015252","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","No sabe","No sabe","Estrato 4","3 a 4","Si","Si","Si","Si","60","54","53","48","66","278"
"20211","TI","SB11202110005607","URBANO","S","ACADÉMICO","311769003342","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","84","67","63","59","61","321"
"20211","TI","SB11202110013012","URBANO","S","ACADÉMICO","311769000475","BOGOTÁ","FEMENINO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Secundaria (Bachillerato) completa","Estrato 6","3 a 4","Si","Si","Si","Si","88","71","65","61","72","344"
"20211","TI","SB11202110033011","URBANO","N","TÉCNICO","476520007207","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Educación profesional completa","Técnica o tecnológica completa","Estrato 3","3 a 4","No","Si","Si","Si","60","61","61","53","58","292"
"20211","TI","SB11202110002112","URBANO","S","ACADÉMICO","311848002262","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Tres","No sabe","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","72","82","76","73","73","378"
"20211","TI","SB11202110003602","RURAL",,,"308573800031","ATLANTICO","MIXTO","UNICA","NO OFICIAL","M","Cuatro","Postgrado","Educación profesional completa","Estrato 6","5 a 6","Si","Si","Si","Si","87","68","63","62","71","338"
"20211","TI","SB11202110065679","URBANO",,"ACADÉMICO","308758078081","ATLANTICO","MIXTO","NOCHE","NO OFICIAL","M",,,,,,,,,,"33","42","30","39","38","185"
"20211","TI","SB11202110016442","URBANO","N","ACADÉMICO","376001008544","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Tres","Educación profesional completa","Secundaria (Bachillerato) completa","Estrato 4","3 a 4","Si","Si","Si","Si","74","45","45","48","54","250"
"20211","TI","SB11202110000282","RURAL","S","ACADÉMICO","376892000042","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","88","65","72","63","74","350"
"20211","TI","SB11202110037283","URBANO","N","ACADÉMICO","376001003461","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Dos","Educación profesional completa","Educación profesional completa","Estrato 2","3 a 4","No","Si","Si","Si","68","71","69","66","70","345"
"20211","TI","SB11202110003220","URBANO","N","TÉCNICO","376364002343","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 2","3 a 4","Si","Si","Si","Si","55","45","51","47","56","251"
"20211","CC","SB11202110014892","URBANO","N","ACADÉMICO","411769000895","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 6","1 a 2","Si","Si","Si","Si","76","53","54","56","51","276"
"20211","TI","SB11202110059016","URBANO",,,"311001109982","BOGOTÁ","MIXTO","UNICA","NO OFICIAL","M","Uno","Educación profesional completa","Educación profesional completa","Estrato 2","1 a 2","No","No","Si","No","57","31","36","38","44","194"
"20211","TI","SB11202110002250","RURAL","S","ACADÉMICO","313836000348","BOLIVAR","FEMENINO","COMPLETA","NO OFICIAL","F","Cuatro","Postgrado","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","82","58","60","56","61","303"
"20211","TI","SB11202110015472","RURAL","N","ACADÉMICO","305001010781","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Educación profesional completa","Postgrado","Estrato 5","5 a 6","Si","Si","Si","Si","84","76","69","73","74","369"
"20211","TI","SB11202110028994","URBANO","S","ACADÉMICO","308573000026","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Técnica o tecnológica completa","Estrato 3","3 a 4","Si","Si","Si","Si","65","51","45","50","57","259"
"20211","TI","SB11202110064103","URBANO","N",,"373001010485","TOLIMA","MIXTO","SABATINA","NO OFICIAL","F","Tres","Primaria incompleta","Primaria incompleta","Estrato 2","3 a 4","Si","Si","Si","Si","43","41","39","42","50","215"
"20211","TI","SB11202110009700","URBANO","N","TÉCNICO","376563000457","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Cuatro","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 2","3 a 4","No","Si","Si","Si","39","42","40","39","48","210"
"20211","TI","SB11202110064402","URBANO",,,"366001007470","RISARALDA","MIXTO","NOCHE","NO OFICIAL","M","Tres","Técnica o tecnológica incompleta","Técnica o tecnológica incompleta","Estrato 3","3 a 4","Si","Si","Si","Si","74","55","54","62","68","304"
"20211","TI","SB11202110064380","URBANO",,,"308758800690","ATLANTICO","MIXTO","TARDE","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 3","3 a 4","No","Si","Si","Si","45","53","55","47","50","254"
"20211","TI","SB11202110001924","URBANO","S","ACADÉMICO","311001019941","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Cinco","Educación profesional incompleta","Postgrado","Estrato 6","5 a 6","Si","Si","Si","Si","100","65","73","65","66","349"
"20211","CC","SB11202110008681","URBANO","S","ACADÉMICO","311848002262","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional incompleta","Estrato 6","3 a 4","Si","Si","Si","Si","84","61","58","53","57","297"
"20211","TI","SB11202110011231","URBANO","N","ACADÉMICO","376001001566","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 2","3 a 4","Si","Si","Si","Si","83","76","69","79","68","369"
"20211","TI","SB11202110005358","URBANO",,"ACADÉMICO","425175032402","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","M","Dos","Postgrado","No sabe","Estrato 3","3 a 4","Si","Si","Si","Si","85","74","63","71","67","350"
"20211","CC","SB11202110030477","URBANO","N","ACADÉMICO","311001010820","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Educación profesional completa","Técnica o tecnológica incompleta","Estrato 4","1 a 2","Si","Si","Si","Si","83","62","66","61","78","340"
"20211","TI","SB11202110065614","RURAL",,"ACADÉMICO","425175032631","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Educación profesional completa","Educación profesional incompleta","Estrato 3","1 a 2","Si","Si","Si","Si","65","58","56","56","60","290"
"20211","CC","SB11202110004101","URBANO","S","ACADÉMICO","313001003931","BOLIVAR","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","85","63","53","46","61","290"
"20211","TI","SB11202110009932","URBANO",,"ACADÉMICO","319001001201","CAUCA","MIXTO","MAÑANA","NO OFICIAL","F","Cuatro","Técnica o tecnológica incompleta","Técnica o tecnológica incompleta","Estrato 1","3 a 4","No","Si","Si","Si","52","46","45","48","48","236"
"20211","TI","SB11202110008493","URBANO","S","ACADÉMICO","311769001781","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Educación profesional completa","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","79","68","55","66","58","315"
"20211","TI","SB11202110063927","URBANO","N","ACADÉMICO","319001001180","CAUCA","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Postgrado","Estrato 2","3 a 4","Si","Si","Si","Si","68","77","75","65","70","357"
"20211","TI","SB11202110028232","URBANO","N","TÉCNICO","376001000888","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Dos","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","Estrato 3","3 a 4","No","Si","Si","Si","53","35","42","44","48","215"
"20211","CC","SB11202110005470","URBANO",,"ACADÉMICO","376001043901","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","Estrato 5","3 a 4","Si","Si","Si","Si","78","52","56","50","61","283"
"20211","TI","SB11202110008671","URBANO","N","ACADÉMICO","311848002823","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Tres","No sabe","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","77","64","55","59","67","312"
"20211","TI","SB11202110000165","URBANO","N","TÉCNICO/ACADÉMICO","311848000286","BOGOTÁ","MASCULINO","COMPLETA","NO OFICIAL","M","Tres","Técnica o tecnológica completa","Postgrado","Estrato 5","5 a 6","Si","Si","Si","Si","89","73","80","73","81","388"
"20211","TI","SB11202110063638","URBANO",,,"352356001951","NARIÑO","MIXTO","SABATINA","NO OFICIAL","F","Dos","Educación profesional completa","Secundaria (Bachillerato) incompleta","Estrato 3","3 a 4","Si","Si","Si","Si","38","34","40","44","40","197"
"20211","TI","SB11202110013714","URBANO","N","ACADÉMICO","376892000034","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Cinco","Educación profesional incompleta","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","35","27","47","40","35","185"
"20211","CC","SB11202110024019","URBANO","N","ACADÉMICO","519001000002","CAUCA","MIXTO","TARDE","NO OFICIAL","F","Tres","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","Estrato 2","1 a 2","No","Si","Si","No","40","37","43","38","53","213"
"20211","CC","SB11202110064768","URBANO","N","ACADÉMICO","325175032424","CUNDINAMARCA","MIXTO","NOCHE","NO OFICIAL","M","Tres","Educación profesional completa","Secundaria (Bachillerato) completa","Estrato 2","1 a 2","Si","Si","Si","Si","63","35","43","51","45","225"
"20211","CC","SB11202110006504","RURAL","S","TÉCNICO/ACADÉMICO","417873000544","CALDAS","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","100","65","59","60","57","317"
"20211","TI","SB11202110008619","URBANO","N","TÉCNICO","376001016806","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Educación profesional incompleta","Secundaria (Bachillerato) completa","Estrato 2","5 a 6","No","Si","Si","Si","55","65","65","64","63","318"
"20211","TI","SB11202110004804","URBANO","N","ACADÉMICO","317001001896","CALDAS","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","100","75","72","72","68","370"
"20211","TI","SB11202110013966","URBANO",,"ACADÉMICO","476001029953","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional incompleta","Educación profesional completa","Estrato 5","5 a 6","Si","Si","Si","Si","83","70","76","66","67","354"
"20211","TI","SB11202110006029","RURAL","N","ACADÉMICO","425377000529","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","85","71","76","82","74","382"
